Environment,Subject,Action,Start,End
E01,S01,A08,85,101
E01,S01,A08,102,119
E01,S01,A08,120,137
E01,S01,A08,138,155
E01,S01,A08,156,173
E01,S01,A08,174,190
E01,S01,A08,191,207
E01,S01,A08,208,225
E01,S01,A08,226,242
E01,S01,A08,243,260
E01,S01,A08,261,277
E01,S01,A08,278,293
E01,S01,A09,1,23
E01,S01,A09,24,37
E01,S01,A09,38,52
E01,S01,A09,53,67
E01,S01,A09,68,82
E01,S01,A09,83,98
E01,S01,A09,99,114
E01,S01,A09,115,129
E01,S01,A09,130,144
E01,S01,A09,145,160
E01,S01,A09,161,175
E01,S01,A09,176,191
E01,S01,A09,192,207
E01,S01,A09,208,223
E01,S01,A09,224,238
E01,S01,A09,239,255
E01,S01,A09,256,272
E01,S01,A09,273,288
E01,S01,A10,1,13
E01,S01,A10,14,29
E01,S01,A10,30,44
E01,S01,A10,45,61
E01,S01,A10,62,75
E01,S01,A10,76,89
E01,S01,A10,90,106
E01,S01,A10,107,121
E01,S01,A10,122,138
E01,S01,A10,139,154
E01,S01,A10,155,170
E01,S01,A10,171,187
E01,S01,A10,188,205
E01,S01,A10,206,222
E01,S01,A10,223,240
E01,S01,A10,241,257
E01,S01,A10,258,275
E01,S01,A10,276,292
E01,S01,A11,1,14
E01,S01,A11,15,31
E01,S01,A11,32,48
E01,S01,A11,49,66
E01,S01,A11,67,82
E01,S01,A11,83,100
E01,S01,A11,101,119
E01,S01,A11,120,137
E01,S01,A11,138,155
E01,S01,A11,156,173
E01,S01,A11,174,192
E01,S01,A11,193,211
E01,S01,A11,212,229
E01,S01,A11,230,247
E01,S01,A11,248,265
E01,S01,A11,266,283
E01,S01,A12,1,15
E01,S01,A12,16,35
E01,S01,A12,36,59
E01,S01,A12,60,79
E01,S01,A12,80,102
E01,S01,A12,103,125
E01,S01,A12,126,149
E01,S01,A12,150,171
E01,S01,A12,172,192
E01,S01,A12,193,213
E01,S01,A12,214,236
E01,S01,A12,237,258
E01,S01,A12,259,279
E01,S01,A12,280,297
E01,S01,A13,1,21
E01,S01,A13,22,35
E01,S01,A13,36,52
E01,S01,A13,53,67
E01,S01,A13,68,82
E01,S01,A13,83,99
E01,S01,A13,100,115
E01,S01,A13,116,131
E01,S01,A13,132,148
E01,S01,A13,149,163
E01,S01,A13,164,179
E01,S01,A13,180,195
E01,S01,A13,196,210
E01,S01,A13,211,226
E01,S01,A13,227,242
E01,S01,A13,243,257
E01,S01,A13,258,271
E01,S01,A13,272,288
E01,S01,A14,1,10
E01,S01,A14,11,26
E01,S01,A14,27,43
E01,S01,A14,44,58
E01,S01,A14,59,74
E01,S01,A14,75,90
E01,S01,A14,91,106
E01,S01,A14,107,123
E01,S01,A14,124,141
E01,S01,A14,142,159
E01,S01,A14,160,176
E01,S01,A14,177,193
E01,S01,A14,194,211
E01,S01,A14,212,229
E01,S01,A14,230,247
E01,S01,A14,248,264
E01,S01,A14,265,282
E01,S01,A15,1,18
E01,S01,A15,19,43
E01,S01,A15,44,65
E01,S01,A15,66,89
E01,S01,A15,90,115
E01,S01,A15,116,142
E01,S01,A15,143,168
E01,S01,A15,169,194
E01,S01,A15,195,221
E01,S01,A15,222,248
E01,S01,A15,249,276
E01,S01,A16,1,17
E01,S01,A16,18,39
E01,S01,A16,40,63
E01,S01,A16,64,87
E01,S01,A16,88,112
E01,S01,A16,113,137
E01,S01,A16,138,161
E01,S01,A16,162,187
E01,S01,A16,188,211
E01,S01,A16,212,238
E01,S01,A16,239,262
E01,S01,A16,263,291
E01,S01,A17,1,13
E01,S01,A17,14,23
E01,S01,A17,24,34
E01,S01,A17,35,44
E01,S01,A17,45,55
E01,S01,A17,56,66
E01,S01,A17,67,77
E01,S01,A17,78,87
E01,S01,A17,88,98
E01,S01,A17,99,110
E01,S01,A17,111,121
E01,S01,A17,122,134
E01,S01,A17,135,147
E01,S01,A17,148,158
E01,S01,A17,159,170
E01,S01,A17,171,182
E01,S01,A17,183,194
E01,S01,A17,195,205
E01,S01,A17,206,217
E01,S01,A17,218,228
E01,S01,A17,229,240
E01,S01,A17,241,251
E01,S01,A17,252,263
E01,S01,A17,264,275
E01,S01,A17,276,287
E01,S01,A17,288,297
E01,S01,A18,1,12
E01,S01,A18,13,24
E01,S01,A18,25,35
E01,S01,A18,36,46
E01,S01,A18,47,58
E01,S01,A18,59,69
E01,S01,A18,70,81
E01,S01,A18,82,93
E01,S01,A18,94,104
E01,S01,A18,105,115
E01,S01,A18,116,127
E01,S01,A18,128,139
E01,S01,A18,140,150
E01,S01,A18,151,162
E01,S01,A18,163,173
E01,S01,A18,174,186
E01,S01,A18,187,197
E01,S01,A18,198,208
E01,S01,A18,209,219
E01,S01,A18,220,230
E01,S01,A18,231,242
E01,S01,A18,243,254
E01,S01,A18,255,265
E01,S01,A18,266,277
E01,S01,A18,278,289
E01,S01,A19,1,18
E01,S01,A19,19,34
E01,S01,A19,35,52
E01,S01,A19,53,71
E01,S01,A19,72,91
E01,S01,A19,92,112
E01,S01,A19,113,131
E01,S01,A19,132,169
E01,S01,A19,170,190
E01,S01,A19,191,211
E01,S01,A19,212,231
E01,S01,A19,232,251
E01,S01,A19,252,271
E01,S01,A19,272,293
E01,S01,A20,1,22
E01,S01,A20,23,46
E01,S01,A20,47,70
E01,S01,A20,71,90
E01,S01,A20,91,114
E01,S01,A20,115,138
E01,S01,A20,139,162
E01,S01,A20,163,186
E01,S01,A20,187,209
E01,S01,A20,210,232
E01,S01,A20,233,255
E01,S01,A20,256,278
E01,S01,A21,1,16
E01,S01,A21,17,37
E01,S01,A21,38,62
E01,S01,A21,63,83
E01,S01,A21,84,107
E01,S01,A21,108,130
E01,S01,A21,131,150
E01,S01,A21,151,173
E01,S01,A21,174,196
E01,S01,A21,197,218
E01,S01,A21,219,241
E01,S01,A21,242,264
E01,S01,A21,265,287
E01,S01,A22,1,22
E01,S01,A22,23,44
E01,S01,A22,45,62
E01,S01,A22,63,81
E01,S01,A22,82,101
E01,S01,A22,102,121
E01,S01,A22,122,142
E01,S01,A22,143,161
E01,S01,A22,162,183
E01,S01,A22,184,204
E01,S01,A22,205,224
E01,S01,A22,225,245
E01,S01,A22,246,266
E01,S01,A22,267,286
E01,S01,A23,1,23
E01,S01,A23,24,42
E01,S01,A23,43,59
E01,S01,A23,60,79
E01,S01,A23,80,98
E01,S01,A23,99,120
E01,S01,A23,121,141
E01,S01,A23,142,158
E01,S01,A23,159,179
E01,S01,A23,180,199
E01,S01,A23,200,220
E01,S01,A23,221,240
E01,S01,A23,241,263
E01,S01,A23,264,281
E01,S01,A24,1,7
E01,S01,A24,8,21
E01,S01,A24,22,35
E01,S01,A24,36,49
E01,S01,A24,50,63
E01,S01,A24,64,78
E01,S01,A24,79,93
E01,S01,A24,94,109
E01,S01,A24,110,123
E01,S01,A24,124,139
E01,S01,A24,140,153
E01,S01,A24,154,169
E01,S01,A24,170,188
E01,S01,A24,189,204
E01,S01,A24,205,219
E01,S01,A24,220,234
E01,S01,A24,235,249
E01,S01,A24,250,266
E01,S01,A24,267,283
E01,S01,A24,284,297
E01,S01,A25,1,22
E01,S01,A25,23,37
E01,S01,A25,38,52
E01,S01,A25,53,68
E01,S01,A25,69,83
E01,S01,A25,84,98
E01,S01,A25,99,114
E01,S01,A25,115,129
E01,S01,A25,130,145
E01,S01,A25,146,160
E01,S01,A25,161,176
E01,S01,A25,177,189
E01,S01,A25,190,204
E01,S01,A25,205,221
E01,S01,A25,222,237
E01,S01,A25,238,252
E01,S01,A25,253,270
E01,S01,A25,271,288
E01,S01,A26,1,8
E01,S01,A26,9,18
E01,S01,A26,19,28
E01,S01,A26,29,38
E01,S01,A26,39,48
E01,S01,A26,49,58
E01,S01,A26,59,68
E01,S01,A26,69,78
E01,S01,A26,79,88
E01,S01,A26,89,98
E01,S01,A26,99,108
E01,S01,A26,109,118
E01,S01,A26,119,129
E01,S01,A26,130,138
E01,S01,A26,139,148
E01,S01,A26,149,158
E01,S01,A26,159,168
E01,S01,A26,169,179
E01,S01,A26,180,188
E01,S01,A26,189,198
E01,S01,A26,199,208
E01,S01,A26,209,218
E01,S01,A26,219,229
E01,S01,A26,230,239
E01,S01,A26,240,249
E01,S01,A26,250,260
E01,S01,A26,261,270
E01,S01,A26,271,280
E01,S01,A26,281,291
E01,S01,A27,1,19
E01,S01,A27,20,42
E01,S01,A27,43,65
E01,S01,A27,66,89
E01,S01,A27,90,113
E01,S01,A27,114,138
E01,S01,A27,139,167
E01,S01,A27,168,192
E01,S01,A27,193,217
E01,S01,A27,218,245
E01,S01,A27,246,267
E01,S01,A27,268,297
E01,S02,A01,1,8
E01,S02,A01,9,14
E01,S02,A01,15,20
E01,S02,A01,21,27
E01,S02,A01,28,34
E01,S02,A01,35,41
E01,S02,A01,42,48
E01,S02,A01,49,54
E01,S02,A01,55,64
E01,S02,A01,65,70
E01,S02,A01,71,77
E01,S02,A01,78,84
E01,S02,A01,85,92
E01,S02,A01,93,99
E01,S02,A01,100,106
E01,S02,A01,107,113
E01,S02,A01,114,119
E01,S02,A01,120,127
E01,S02,A01,128,132
E01,S02,A01,133,138
E01,S02,A01,139,144
E01,S02,A01,145,151
E01,S02,A01,152,159
E01,S02,A01,160,169
E01,S02,A01,170,176
E01,S02,A01,177,183
E01,S02,A01,184,193
E01,S02,A01,194,200
E01,S02,A01,201,207
E01,S02,A01,208,214
E01,S02,A01,215,221
E01,S02,A01,222,227
E01,S02,A01,228,234
E01,S02,A01,235,242
E01,S02,A01,243,248
E01,S02,A01,249,255
E01,S02,A01,256,262
E01,S02,A01,263,271
E01,S02,A01,272,280
E01,S02,A01,281,287
E01,S02,A01,288,294
E01,S02,A02,1,28
E01,S02,A02,29,58
E01,S02,A02,59,87
E01,S02,A02,88,118
E01,S02,A02,119,148
E01,S02,A02,149,178
E01,S02,A02,179,208
E01,S02,A02,209,239
E01,S02,A02,240,269
E01,S02,A03,1,41
E01,S02,A03,42,74
E01,S02,A03,75,106
E01,S02,A03,107,140
E01,S02,A03,141,176
E01,S02,A03,177,212
E01,S02,A03,213,248
E01,S02,A03,249,282
E01,S02,A04,1,15
E01,S02,A04,16,31
E01,S02,A04,32,49
E01,S02,A04,50,69
E01,S02,A04,70,90
E01,S02,A04,91,110
E01,S02,A04,111,129
E01,S02,A04,130,149
E01,S02,A04,150,170
E01,S02,A04,171,190
E01,S02,A04,191,210
E01,S02,A04,211,234
E01,S02,A04,235,256
E01,S02,A04,257,279
E01,S02,A05,1,15
E01,S02,A05,16,34
E01,S02,A05,35,54
E01,S02,A05,55,73
E01,S02,A05,74,95
E01,S02,A05,96,119
E01,S02,A05,120,140
E01,S02,A05,141,161
E01,S02,A05,162,182
E01,S02,A05,183,203
E01,S02,A05,204,223
E01,S02,A05,224,242
E01,S02,A05,243,261
E01,S02,A05,262,279
E01,S02,A05,280,297
E01,S02,A06,1,14
E01,S02,A06,15,26
E01,S02,A06,27,39
E01,S02,A06,40,52
E01,S02,A06,53,64
E01,S02,A06,65,77
E01,S02,A06,78,90
E01,S02,A06,91,102
E01,S02,A06,103,115
E01,S02,A06,116,127
E01,S02,A06,128,139
E01,S02,A06,140,151
E01,S02,A06,152,163
E01,S02,A06,164,176
E01,S02,A06,177,188
E01,S02,A06,189,200
E01,S02,A06,201,213
E01,S02,A06,214,225
E01,S02,A06,226,238
E01,S02,A06,239,250
E01,S02,A06,251,263
E01,S02,A06,264,275
E01,S02,A06,276,287
E01,S02,A07,1,14
E01,S02,A07,15,32
E01,S02,A07,33,50
E01,S02,A07,51,68
E01,S02,A07,69,88
E01,S02,A07,89,106
E01,S02,A07,107,125
E01,S02,A07,126,147
E01,S02,A07,148,169
E01,S02,A07,170,188
E01,S02,A07,189,208
E01,S02,A07,209,226
E01,S02,A07,227,246
E01,S02,A07,247,265
E01,S02,A07,266,283
E01,S02,A08,1,14
E01,S02,A08,15,32
E01,S02,A08,33,49
E01,S02,A08,50,67
E01,S02,A08,68,84
E01,S02,A08,85,101
E01,S02,A08,102,118
E01,S02,A08,119,134
E01,S02,A08,135,150
E01,S02,A08,151,168
E01,S02,A08,169,185
E01,S02,A08,186,203
E01,S02,A08,204,219
E01,S02,A08,220,235
E01,S02,A08,236,252
E01,S02,A08,253,269
E01,S02,A08,270,286
E01,S02,A09,1,13
E01,S02,A09,14,29
E01,S02,A09,30,44
E01,S02,A09,45,61
E01,S02,A09,62,78
E01,S02,A09,79,93
E01,S02,A09,94,110
E01,S02,A09,111,126
E01,S02,A09,127,143
E01,S02,A09,144,158
E01,S02,A09,159,173
E01,S02,A09,174,190
E01,S02,A09,191,206
E01,S02,A09,207,222
E01,S02,A09,223,239
E01,S02,A09,240,253
E01,S02,A09,254,269
E01,S02,A09,270,287
E01,S02,A10,1,16
E01,S02,A10,17,32
E01,S02,A10,33,48
E01,S02,A10,49,65
E01,S02,A10,66,82
E01,S02,A10,83,98
E01,S02,A10,99,115
E01,S02,A10,116,131
E01,S02,A10,132,148
E01,S02,A10,149,164
E01,S02,A10,165,182
E01,S02,A10,183,199
E01,S02,A10,200,217
E01,S02,A10,218,233
E01,S02,A10,234,249
E01,S02,A10,250,266
E01,S02,A10,267,281
E01,S02,A10,282,297
E01,S02,A11,1,12
E01,S02,A11,13,29
E01,S02,A11,30,48
E01,S02,A11,49,64
E01,S02,A11,65,81
E01,S02,A11,82,98
E01,S02,A11,99,114
E01,S02,A11,115,131
E01,S02,A11,132,149
E01,S02,A11,150,166
E01,S02,A11,167,182
E01,S02,A11,183,198
E01,S02,A11,199,215
E01,S02,A11,216,234
E01,S02,A11,235,251
E01,S02,A11,252,267
E01,S02,A11,268,283
E01,S02,A11,284,297
E01,S02,A12,1,21
E01,S02,A12,22,43
E01,S02,A12,44,64
E01,S02,A12,65,85
E01,S02,A12,86,104
E01,S02,A12,105,124
E01,S02,A12,125,143
E01,S02,A12,144,161
E01,S02,A12,162,180
E01,S02,A12,181,198
E01,S02,A12,199,217
E01,S02,A12,218,237
E01,S02,A12,238,256
E01,S02,A12,257,278
E01,S02,A12,279,297
E01,S02,A13,1,13
E01,S02,A13,14,30
E01,S02,A13,31,46
E01,S02,A13,47,61
E01,S02,A13,62,77
E01,S02,A13,78,92
E01,S02,A13,93,107
E01,S02,A13,108,122
E01,S02,A13,123,137
E01,S02,A13,138,153
E01,S02,A13,154,167
E01,S02,A13,168,182
E01,S02,A13,183,195
E01,S02,A13,196,209
E01,S02,A13,210,222
E01,S02,A13,223,236
E01,S02,A13,237,250
E01,S02,A13,251,263
E01,S02,A13,264,277
E01,S02,A13,278,292
E01,S02,A14,1,9
E01,S02,A14,10,24
E01,S02,A14,25,38
E01,S02,A14,39,52
E01,S02,A14,53,67
E01,S02,A14,68,80
E01,S02,A14,81,94
E01,S02,A14,95,108
E01,S02,A14,109,123
E01,S02,A14,124,137
E01,S02,A14,138,151
E01,S02,A14,152,167
E01,S02,A14,168,181
E01,S02,A14,182,195
E01,S02,A14,196,209
E01,S02,A14,210,223
E01,S02,A14,224,236
E01,S02,A14,237,250
E01,S02,A14,251,263
E01,S02,A14,264,276
E01,S02,A14,277,290
E01,S02,A15,1,21
E01,S02,A15,22,43
E01,S02,A15,44,65
E01,S02,A15,66,89
E01,S02,A15,90,135
E01,S02,A15,136,158
E01,S02,A15,159,180
E01,S02,A15,181,203
E01,S02,A15,204,226
E01,S02,A15,227,251
E01,S02,A15,252,273
E01,S02,A15,274,296
E01,S02,A16,1,15
E01,S02,A16,16,36
E01,S02,A16,37,57
E01,S02,A16,58,80
E01,S02,A16,81,101
E01,S02,A16,102,124
E01,S02,A16,125,143
E01,S02,A16,144,164
E01,S02,A16,165,187
E01,S02,A16,188,208
E01,S02,A16,209,229
E01,S02,A16,230,250
E01,S02,A16,251,272
E01,S02,A16,273,292
E01,S02,A17,1,9
E01,S02,A17,10,20
E01,S02,A17,21,33
E01,S02,A17,34,44
E01,S02,A17,45,55
E01,S02,A17,56,67
E01,S02,A17,68,79
E01,S02,A17,80,91
E01,S02,A17,92,103
E01,S02,A17,104,114
E01,S02,A17,115,125
E01,S02,A17,126,135
E01,S02,A17,136,146
E01,S02,A17,147,157
E01,S02,A17,158,168
E01,S02,A17,169,179
E01,S02,A17,180,190
E01,S02,A17,191,201
E01,S02,A17,202,211
E01,S02,A17,212,223
E01,S02,A17,224,233
E01,S02,A17,234,243
E01,S02,A17,244,254
E01,S02,A17,255,264
E01,S02,A17,265,274
E01,S02,A17,275,284
E01,S02,A17,285,294
E01,S02,A18,1,10
E01,S02,A18,11,20
E01,S02,A18,21,30
E01,S02,A18,31,40
E01,S02,A18,41,50
E01,S02,A18,51,60
E01,S02,A18,61,70
E01,S02,A18,71,79
E01,S02,A18,80,89
E01,S02,A18,90,99
E01,S02,A18,100,108
E01,S02,A18,109,118
E01,S02,A18,119,128
E01,S02,A18,129,138
E01,S02,A18,139,147
E01,S02,A18,148,157
E01,S02,A18,158,167
E01,S02,A18,168,177
E01,S02,A18,178,188
E01,S02,A18,189,198
E01,S02,A18,199,207
E01,S02,A18,208,217
E01,S02,A18,218,227
E01,S02,A18,228,237
E01,S02,A18,238,247
E01,S02,A18,248,257
E01,S02,A18,258,267
E01,S02,A18,268,276
E01,S02,A18,277,286
E01,S02,A18,287,295
E01,S02,A19,1,11
E01,S02,A19,12,30
E01,S02,A19,31,49
E01,S02,A19,50,68
E01,S02,A19,69,87
E01,S02,A19,88,106
E01,S02,A19,107,125
E01,S02,A19,126,145
E01,S02,A19,146,162
E01,S02,A19,163,181
E01,S02,A19,182,200
E01,S02,A19,201,217
E01,S02,A19,218,236
E01,S02,A19,237,254
E01,S02,A19,255,272
E01,S02,A19,273,291
E01,S02,A20,1,14
E01,S02,A20,15,35
E01,S02,A20,36,56
E01,S02,A20,57,78
E01,S02,A20,79,101
E01,S02,A20,102,123
E01,S02,A20,124,146
E01,S02,A20,147,167
E01,S02,A20,168,188
E01,S02,A20,189,209
E01,S02,A20,210,231
E01,S02,A20,232,253
E01,S02,A20,254,274
E01,S02,A20,275,295
E01,S02,A21,1,19
E01,S02,A21,20,40
E01,S02,A21,41,61
E01,S02,A21,62,82
E01,S02,A21,83,104
E01,S02,A21,105,126
E01,S02,A21,127,146
E01,S02,A21,147,164
E01,S02,A21,165,182
E01,S02,A21,183,202
E01,S02,A21,203,220
E01,S02,A21,221,236
E01,S02,A21,237,253
E01,S02,A21,254,272
E01,S02,A21,273,295
E01,S02,A22,1,14
E01,S02,A22,15,33
E01,S02,A22,34,51
E01,S02,A22,52,69
E01,S02,A22,70,89
E01,S02,A22,90,110
E01,S02,A22,111,129
E01,S02,A22,130,147
E01,S02,A22,148,165
E01,S02,A22,166,183
E01,S02,A22,184,203
E01,S02,A22,204,220
E01,S02,A22,221,239
E01,S02,A22,240,257
E01,S02,A22,258,275
E01,S02,A22,276,294
E01,S02,A23,1,13
E01,S02,A23,14,30
E01,S02,A23,31,48
E01,S02,A23,49,66
E01,S02,A23,67,83
E01,S02,A23,84,102
E01,S02,A23,103,121
E01,S02,A23,122,139
E01,S02,A23,140,158
E01,S02,A23,159,176
E01,S02,A23,177,194
E01,S02,A23,195,213
E01,S02,A23,214,232
E01,S02,A23,233,251
E01,S02,A23,252,268
E01,S02,A23,269,287
E01,S02,A24,1,5
E01,S02,A24,6,20
E01,S02,A24,21,35
E01,S02,A24,36,49
E01,S02,A24,50,63
E01,S02,A24,64,77
E01,S02,A24,78,91
E01,S02,A24,92,106
E01,S02,A24,107,119
E01,S02,A24,120,134
E01,S02,A24,135,147
E01,S02,A24,148,161
E01,S02,A24,162,175
E01,S02,A24,176,189
E01,S02,A24,190,201
E01,S02,A24,202,214
E01,S02,A24,215,226
E01,S02,A24,227,238
E01,S02,A24,239,250
E01,S02,A24,251,262
E01,S02,A24,263,275
E01,S02,A24,276,285
E01,S02,A25,1,8
E01,S02,A25,9,21
E01,S02,A25,22,33
E01,S02,A25,34,46
E01,S02,A25,47,59
E01,S02,A25,60,73
E01,S02,A25,74,86
E01,S02,A25,87,99
E01,S02,A25,100,113
E01,S02,A25,114,126
E01,S02,A25,127,140
E01,S02,A25,141,153
E01,S02,A25,154,167
E01,S02,A25,168,181
E01,S02,A25,182,195
E01,S02,A25,196,209
E01,S02,A25,210,221
E01,S02,A25,222,234
E01,S02,A25,235,248
E01,S02,A25,249,262
E01,S02,A25,263,275
E01,S02,A25,276,289
E01,S02,A26,1,3
E01,S02,A26,4,12
E01,S02,A26,13,21
E01,S02,A26,22,31
E01,S02,A26,32,40
E01,S02,A26,41,49
E01,S02,A26,50,59
E01,S02,A26,60,68
E01,S02,A26,69,77
E01,S02,A26,78,87
E01,S02,A26,88,96
E01,S02,A26,97,106
E01,S02,A26,107,116
E01,S02,A26,117,126
E01,S02,A26,127,135
E01,S02,A26,136,145
E01,S02,A26,146,155
E01,S02,A26,156,165
E01,S02,A26,166,175
E01,S02,A26,176,185
E01,S02,A26,186,196
E01,S02,A26,197,206
E01,S02,A26,207,216
E01,S02,A26,217,226
E01,S02,A26,227,236
E01,S02,A26,237,245
E01,S02,A26,246,255
E01,S02,A26,256,265
E01,S02,A26,266,276
E01,S02,A26,277,286
E01,S02,A26,287,296
E01,S02,A27,1,12
E01,S02,A27,13,32
E01,S02,A27,33,52
E01,S02,A27,53,73
E01,S02,A27,74,92
E01,S02,A27,93,110
E01,S02,A27,111,127
E01,S02,A27,128,146
E01,S02,A27,147,165
E01,S02,A27,166,186
E01,S02,A27,187,205
E01,S02,A27,206,224
E01,S02,A27,225,243
E01,S02,A27,244,262
E01,S02,A27,263,282
E01,S02,A27,283,297
E01,S03,A01,1,8
E01,S03,A01,9,14
E01,S03,A01,15,19
E01,S03,A01,20,25
E01,S03,A01,26,31
E01,S03,A01,32,37
E01,S03,A01,38,44
E01,S03,A01,45,50
E01,S03,A01,51,56
E01,S03,A01,57,62
E01,S03,A01,63,68
E01,S03,A01,69,75
E01,S03,A01,76,81
E01,S03,A01,82,87
E01,S03,A01,88,92
E01,S03,A01,93,97
E01,S03,A01,98,103
E01,S03,A01,104,109
E01,S03,A01,110,115
E01,S03,A01,116,122
E01,S03,A01,123,127
E01,S03,A01,128,133
E01,S03,A01,134,140
E01,S03,A01,141,145
E01,S03,A01,146,151
E01,S03,A01,152,158
E01,S03,A01,159,164
E01,S03,A01,165,170
E01,S03,A01,171,176
E01,S03,A01,177,182
E01,S03,A01,183,188
E01,S03,A01,189,194
E01,S03,A01,195,201
E01,S03,A01,202,208
E01,S03,A01,209,214
E01,S03,A01,215,221
E01,S03,A01,222,227
E01,S03,A01,228,233
E01,S03,A01,234,239
E01,S03,A01,240,246
E01,S03,A01,247,253
E01,S03,A01,254,260
E01,S03,A01,261,267
E01,S03,A01,268,273
E01,S03,A01,274,281
E01,S03,A01,282,286
E01,S03,A01,287,293
E01,S03,A02,1,18
E01,S03,A02,19,45
E01,S03,A02,46,72
E01,S03,A02,73,100
E01,S03,A02,101,127
E01,S03,A02,128,154
E01,S03,A02,155,182
E01,S03,A02,183,208
E01,S03,A02,209,236
E01,S03,A02,237,263
E01,S03,A02,264,290
E01,S03,A03,1,34
E01,S03,A03,35,61
E01,S03,A03,62,89
E01,S03,A03,90,117
E01,S03,A03,118,143
E01,S03,A03,144,172
E01,S03,A03,173,200
E01,S03,A03,201,228
E01,S03,A03,229,256
E01,S03,A03,257,285
E01,S03,A04,1,14
E01,S03,A04,15,26
E01,S03,A04,27,38
E01,S03,A04,39,51
E01,S03,A04,52,64
E01,S03,A04,65,78
E01,S03,A04,79,92
E01,S03,A04,93,105
E01,S03,A04,106,119
E01,S03,A04,120,132
E01,S03,A04,133,145
E01,S03,A04,146,159
E01,S03,A04,160,172
E01,S03,A04,173,185
E01,S03,A04,186,198
E01,S03,A04,199,211
